start,end,q_date,region,q_region,district,q_district,municipality,q_municipality,city,q_neighbourhood,q_shop_type,trader,q_sell_salt,q_salt_available_in_shop,q_salt_quantity1,q_salt_quantity2,q_salt_price,q_salt_price_per_kilo,q_salt_brand,q_sell_sugar,q_sugar_available_in_shop,q_sugar_quantity1,q_sugar_quantity2,q_sugar_price,q_sugar_price_per_kilo,q_sugar_brand,q_sell_flour,q_flour_available_in_shop,q_flour_quantity1,q_flour_quantity2,q_flour_price,q_flour_price_per_kilo,q_flour_brand,q_sell_rice,q_rice_available_in_shop,q_rice_quantity1,q_rice_quantity2,q_rice_price,q_rice_price_per_kilo,q_rice_brand,q_sell_pasta,q_pasta_available_in_shop,q_pasta_quantity1,q_pasta_quantity2,q_pasta_price,q_pasta_price_per_500g,q_pasta_brand,q_sell_couscous,q_couscous_available_in_shop,q_couscous_quantity1,q_couscous_quantity2,q_couscous_price,q_couscous_price_per_kilo,q_couscous_brand,q_sell_tomatop,q_tomatop_available_in_shop,q_tomatop_quantity1,q_tomatop_quantity2,q_tomatop_price,q_tomatop_price_per_400g,q_tomatop_brand,q_sell_chickpeas,q_chickpeas_available_in_shop,q_chickpeas_quantity1,q_chickpeas_quantity2,q_chickpeas_price,q_chickpeas_price_per_400g,q_chickpeas_brand,q_sell_beans,q_beans_available_in_shop,q_beans_quantity1,q_beans_quantity2,q_beans_price,q_beans_price_per_400g,q_beans_brand,q_sell_cmilk,q_cmilk_available_in_shop,q_cmilk_quantity1,q_cmilk_quantity2,q_cmilk_price,q_cmilk_price_per_200ml,q_cmilk_brand,q_sell_milk,q_milk_available_in_shop,q_milk_quantity1,q_milk_quantity2,q_milk_price,q_milk_price_per_liter,q_milk_brand,q_sell_babymilk,q_babymilk_available_in_shop,q_babymilk_quantity1,q_babymilk_quantity2,q_babymilk_price,q_babymilk_price_per_400g,q_babymilk_brand,q_sell_gtea,q_gtea_available_in_shop,q_gtea_quantity1,q_gtea_quantity2,q_gtea_price,q_gtea_price_per_250g,q_gtea_brand,q_sell_btea,q_btea_available_in_shop,q_btea_quantity1,q_btea_quantity2,q_btea_price,q_btea_price_per_250g,q_btea_brand,q_sell_oil,q_oil_available_in_shop,q_oil_quantity1,q_oil_quantity2,q_oil_price,q_oil_price_per_liter,q_oil_brand,q_sell_tuna,q_tuna_available_in_shop,q_tuna_quantity1,q_tuna_quantity2,q_tuna_price,q_tuna_price_per_200g,q_tuna_brand,q_sell_eggs,q_eggs_available_in_shop,q_eggs_quantity1,q_eggs_quantity2,q_eggs_price,q_eggs_price_per_30eggs,q_eggs_brand,q_sell_chicken,q_chicken_available_in_shop,q_chicken_quantity1,q_chicken_quantity2,q_chicken_price,q_chicken_price_per_kilo,q_chicken_brand,q_sell_lamb,q_lamb_available_in_shop,q_lamb_quantity1,q_lamb_quantity2,q_lamb_price,q_lamb_price_per_kilo,q_lamb_brand,q_sell_bread,q_bread_available_in_shop,q_bread_quantity1,q_bread_quantity2,q_bread_price,q_bread_price_per_5medium_pieces,q_sell_tomatoes,q_tomatoes_available_in_shop,q_tomatoes_quantity1,q_tomatoes_quantity2,q_tomatoes_price,q_tomatoes_price_per_kilo,q_sell_onions,q_onions_available_in_shop,q_onions_quantity1,q_onions_quantity2,q_onions_price,q_onions_price_per_kilo,q_sell_pepper,q_pepper_available_in_shop,q_pepper_quantity1,q_pepper_quantity2,q_pepper_price,q_pepper_price_per_kilo,q_sell_potatoes,q_potatoes_available_in_shop,q_potatoes_quantity1,q_potatoes_quantity2,q_potatoes_price,q_potatoes_price_per_kilo,q_sell_hwsoap,q_hwsoap_available_in_shop,q_hwsoap_quantity1,q_hwsoap_quantity2,q_hwsoap_price,q_hwsoap_price_per_piece,q_hwsoap_brand,q_sell_lsoap,q_lsoap_available_in_shop,q_lsoap_quantity1,q_lsoap_quantity2,q_lsoap_price,q_lsoap_price_per_kilo,q_lsoap_brand,q_sell_shampoo,q_shampoo_available_in_shop,q_shampoo_quantity1,q_shampoo_quantity2,q_shampoo_price,q_shampoo_price_per_250ml,q_shampoo_brand,q_sell_dsoap,q_dsoap_available_in_shop,q_dsoap_quantity1,q_dsoap_quantity2,q_dsoap_price,q_dsoap_price_per_liter,q_dsoap_brand,q_sell_toothpaste,q_toothpaste_available_in_shop,q_toothpaste_quantity1,q_toothpaste_quantity2,q_toothpaste_price,q_toothpaste_price_per_tube,q_toothpaste_brand,q_sell_toothbrush,q_toothbrush_available_in_shop,q_toothbrush_quantity1,q_toothbrush_quantity2,q_toothbrush_price,q_toothbrush_price_per_brush,q_toothbrush_brand,q_sell_spads,q_spads_available_in_shop,q_spads_quantity1,q_spads_quantity2,q_spads_price,q_spads_price_per_10pads,q_spads_brand,q_sell_diapers,q_diapers_available_in_shop,q_diapers_quantity1,q_diapers_quantity2,q_diapers_price,q_diapers_price_per_30diapers,q_diapers_brand,__version__,_id,_uuid,_submission_time,_index
2017-07-11T19:19:41.061+02,2017-07-11T21:38:14.071+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Tagasat,vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.25,1.3,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10598233,a0bcde66-3f72-4619-ab7c-279a875a6bb3,2017-07-11T20:00:45,81
2017-07-11T19:53:06.057+02,2017-07-11T22:05:43.415+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Tagrna,bakery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,no,25.0,20.0,0.8,Alrbeea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10598260,403ba046-be79-4ada-8e6b-d630cc57a6eb,2017-07-11T20:06:08,87
2017-07-11T18:29:56.445+02,2017-07-11T21:19:24.579+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Tagsat,butcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,9.0,9,Nothing,yes,yes,yes,NA,28.0,28,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10598191,0f36d501-9484-42c8-9a84-30873a90be14,2017-07-11T19:55:44,75
2017-07-11T18:37:31.134+02,2017-07-11T21:34:31.746+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Tagsat,general_store,NA,yes,yes,yes,NA,0.75,0.8,Alosra,yes,yes,yes,NA,2.5,2.5,Nothing,yes,yes,yes,NA,1.0,1,Sunbola,yes,yes,yes,NA,5.0,5,Abo elbent,yes,yes,yes,NA,1.5,1.5,Amera,yes,yes,yes,NA,3.0,3,Diary,yes,yes,yes,NA,1.0,1,Alqubtan,yes,yes,no,500.0,7.5,6,Nothing,yes,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,5.5,5.5,Abo elqos,yes,yes,yes,NA,4.0,4,Vitaliat,yes,yes,yes,NA,20.0,20,Nido,yes,yes,yes,NA,5.0,5,التمويل,yes,yes,yes,NA,6.0,6,البركة,yes,yes,yes,NA,2.0,2,الصفوة,yes,yes,yes,NA,4.5,4.5,صن,yes,yes,yes,NA,7.0,7,Nothing,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,no,4,1.0,1.3,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,4.0,4,Dove,yes,yes,yes,NA,12.0,12,Elmonadf,yes,yes,yes,NA,7.0,7,Cler,yes,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,6.0,6,Signal,yes,yes,yes,NA,5.0,5,Nothing,yes,yes,yes,NA,3.0,3,Nana,yes,yes,yes,NA,18.0,18,Gismo,vYh2dAEbuPAT4DaeKbjRK4,10598226,fc5d993d-fa97-4c8d-9bb5-4b6b52321b48,2017-07-11T19:59:11,78
2017-07-11T18:43:45.740+02,2017-07-11T21:35:49.982+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Tagsat,butcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,9.0,9,Nothing,yes,yes,yes,NA,27.0,27,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10598227,eca03380-cc10-4b98-9c91-5a06a0a9bf98,2017-07-11T19:59:22,79
2017-07-11T18:58:32.625+02,2017-07-11T21:37:25.520+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Tagsat,general_store,NA,yes,yes,yes,NA,0.75,0.8,كوتزوال,yes,yes,yes,NA,2.5,2.5,NA,yes,yes,yes,NA,1.0,1,سنبلة,yes,yes,yes,NA,5.0,5,ابو البنت,yes,yes,yes,NA,1.5,1.5,اميرة,yes,yes,yes,NA,3.0,3,الاميرة,yes,yes,yes,NA,1.0,1,القبطان,yes,yes,yes,NA,2.75,2.8,حدائق كاليفورنيا,yes,yes,yes,NA,2.25,2.3,Rosana,yes,yes,yes,NA,4.0,4,الربيع,yes,yes,yes,NA,5.0,5,جودي,yes,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,4.75,4.8,التمويل,yes,yes,yes,NA,6.0,6,البركة,yes,yes,yes,NA,2.5,2.5,الصفوة,yes,yes,yes,NA,3.75,3.8,امريكانا,yes,yes,yes,NA,6.75,6.8,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,Luks,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,5.5,5.5,Vatika,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,4.5,4.5,Collget,yes,yes,yes,NA,3.5,3.5,NA,yes,yes,yes,NA,3.0,3,Nana,yes,yes,yes,NA,18.0,18,Canbaby,vYh2dAEbuPAT4DaeKbjRK4,10598228,fa7b9dc8-336f-4532-8f91-4793b2331965,2017-07-11T19:59:40,80
2017-07-11T19:21:18.765+02,2017-07-11T21:39:18.982+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Tagsat,vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10598235,c55e533b-48bb-49c0-9b91-914a43df2d46,2017-07-11T20:00:53,82
2017-07-11T18:30:41.868+02,2017-07-11T22:05:31.373+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Tagsat,butcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,9.0,9,Nothing,yes,yes,yes,NA,27.0,27,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10598258,b17da8d6-78b1-42a3-a5ba-7dc55100d446,2017-07-11T20:06:05,85
2017-07-11T20:06:54.710+02,2017-07-11T21:47:21.212+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Tagsat,hygiene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,2.0,2,Luks,yes,yes,no,2.0,12.0,6,Excel,yes,yes,yes,NA,8.0,8,Cler,yes,yes,yes,NA,4.0,4,Pril,yes,yes,yes,NA,6.0,6,Signal,yes,yes,yes,NA,5.0,5,Nothing,yes,yes,yes,NA,3.5,3.5,Lilas,yes,yes,yes,NA,20.0,20,Pedouce,vYh2dAEbuPAT4DaeKbjRK4,10598262,96cb6966-b732-48d2-a5a1-9daed4ff0872,2017-07-11T20:06:15,89
2017-07-13T18:28:02.291+02,2017-07-13T19:06:08.362+02,2017-07-13,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Tagsat,general_store,NA,yes,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,no,500.0,7.5,6,محلي,yes,yes,yes,NA,4.5,4.5,حبات كاليفورنيا,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,11.0,11,مودي لاك,yes,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10659788,ecc483f5-e870-4fda-be27-36f096daf1d9,2017-07-13T17:06:16,12
2017-07-11T19:53:53.942+02,2017-07-11T20:42:15.178+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Tgrenah,vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.5,2.5,yes,yes,yes,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10598237,130fa192-bc7c-4d4a-aea6-e1c0e0a8529a,2017-07-11T20:01:39,84
2017-07-11T20:02:13.945+02,2017-07-11T21:43:02.305+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,ابوزيان,hygiene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,2.0,2,Alwarda,yes,yes,no,2.0,12.0,6,Taid,yes,yes,yes,NA,6.0,6,Agrado,yes,yes,yes,NA,6.0,6,محلي,yes,yes,yes,NA,6.0,6,Signal,yes,yes,yes,NA,3.5,3.5,Nothing,yes,yes,yes,NA,3.0,3,Nana,yes,yes,yes,NA,20.0,20,Pedouse,vYh2dAEbuPAT4DaeKbjRK4,10598261,6056ab36-a734-4aad-a1ae-ef1f88b7fc35,2017-07-11T20:06:11,88
2017-07-11T19:46:11.249+02,2017-07-11T19:49:19.374+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,اولاد حزام,vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.5,1.5,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.5,2.5,yes,yes,yes,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10598236,1d7e90ce-2e7c-4290-a965-72915c1205d2,2017-07-11T20:01:02,83
